,_para_k_sl,_para_k_tp,_para_range_k,annualized_returns,downside_risk,information_ratio,max_drawdown,sharpe,sortino,total_value,tracking_error,trades,unit_net_value,volatility,win_rate
213,0.35,0.7,0.25,-0.07,0.029,-1.928,0.087,-2.539,-3.238,93054.053,0.037,166,0.931,0.037,0.663
214,0.35,0.8,0.25,-0.061,0.029,-1.577,0.085,-2.156,-2.906,93955.337,0.039,164,0.94,0.039,0.659
215,0.35,0.9,0.25,-0.07,0.029,-1.89,0.084,-2.489,-3.241,93055.337,0.038,164,0.931,0.038,0.659
216,0.45,0.6,0.25,-0.075,0.034,-1.887,0.093,-2.443,-2.963,92534.367,0.041,162,0.925,0.041,0.605
217,0.45,0.7,0.25,-0.078,0.034,-1.915,0.1,-2.463,-3.011,92325.332,0.042,160,0.923,0.042,0.613
218,0.45,0.8,0.25,-0.068,0.034,-1.604,0.099,-2.128,-2.723,93226.616,0.043,158,0.932,0.043,0.608
219,0.45,0.9,0.25,-0.078,0.034,-1.884,0.098,-2.423,-3.014,92326.616,0.042,158,0.923,0.042,0.608
220,0.05,0.6,0.3,0.01,0.005,0.698,0.012,-0.92,-2.522,100970.214,0.014,110,1.01,0.014,0.709
221,0.05,0.7,0.3,0.012,0.005,0.802,0.012,-0.703,-2.073,101200.214,0.015,110,1.012,0.015,0.709
222,0.05,0.8,0.3,0.014,0.005,0.831,0.012,-0.535,-1.738,101370.214,0.017,110,1.014,0.017,0.709
223,0.05,0.9,0.3,0.013,0.005,0.785,0.012,-0.595,-1.913,101280.214,0.017,110,1.013,0.017,0.709
224,0.15,0.6,0.3,0.009,0.011,0.42,0.022,-0.672,-1.237,100851.572,0.021,108,1.009,0.021,0.667
225,0.15,0.7,0.3,0.009,0.011,0.432,0.025,-0.618,-1.18,100911.572,0.022,108,1.009,0.022,0.667
226,0.15,0.8,0.3,0.017,0.011,0.708,0.025,-0.213,-0.463,101722.856,0.025,106,1.017,0.025,0.66
227,0.15,0.9,0.3,0.008,0.011,0.345,0.025,-0.647,-1.309,100762.856,0.023,106,1.008,0.023,0.66
228,0.25,0.6,0.3,-0.011,0.015,-0.477,0.031,-1.467,-2.194,98892.944,0.023,106,0.989,0.023,0.642
229,0.25,0.7,0.3,-0.011,0.015,-0.437,0.034,-1.402,-2.15,98952.944,0.024,106,0.99,0.024,0.642
230,0.25,0.8,0.3,-0.001,0.015,-0.043,0.035,-0.907,-1.552,99854.228,0.026,104,0.999,0.026,0.635
231,0.25,0.9,0.3,-0.01,0.015,-0.408,0.035,-1.33,-2.135,98974.228,0.025,104,0.99,0.025,0.635
232,0.35,0.6,0.3,-0.017,0.019,-0.649,0.033,-1.546,-2.122,98345.519,0.025,102,0.983,0.025,0.588
233,0.35,0.7,0.3,-0.016,0.019,-0.61,0.036,-1.487,-2.085,98405.519,0.026,102,0.984,0.026,0.588
234,0.35,0.8,0.3,-0.007,0.019,-0.231,0.037,-1.029,-1.585,99306.802,0.029,100,0.993,0.029,0.58
235,0.35,0.9,0.3,-0.016,0.019,-0.578,0.037,-1.422,-2.072,98426.802,0.027,100,0.984,0.027,0.58
236,0.45,0.6,0.3,-0.031,0.023,-1.091,0.049,-1.88,-2.37,96884.198,0.029,102,0.969,0.029,0.569
237,0.45,0.7,0.3,-0.031,0.023,-1.048,0.051,-1.823,-2.337,96944.198,0.029,102,0.969,0.029,0.569
238,0.45,0.8,0.3,-0.022,0.023,-0.675,0.051,-1.391,-1.927,97845.482,0.032,100,0.978,0.032,0.56
239,0.45,0.9,0.3,-0.031,0.023,-1.008,0.051,-1.758,-2.326,96965.482,0.03,100,0.97,0.03,0.56
